name,tm_id,team,position,nationality,market_value_eur
Alessio Raballo,967826,Torino,Delantero centro,Empoli Primavera,25000.0
Lukasz Skorupski,80894,Bologna,Portero,Bolonia,2500000.0
Federico Ravaglia,390304,Bologna,Portero,Bolonia,1500000.0
Nicola Bagnolini,818892,Bologna,Portero,AS Gubbio 1910,200000.0
Massimo Pessina,992569,Bologna,Portero,Bolonia,
Sam Beukema,433984,Bologna,Defensa central,SSC Nápoles,28000000.0
Jhon Lucumí,413565,Bologna,Defensa central,Bolonia,22000000.0
Stefan Posch,223974,Bologna,Defensa central,1.FSV Mainz 05,8000000.0
Nicolò Casale,389837,Bologna,Defensa central,Bolonia,6000000.0
Martin Erlić,357003,Bologna,Defensa central,FC Midtjylland,4000000.0
Mihajlo Ilić,845566,Bologna,Defensa central,RSC Anderlecht,3500000.0
Juan Miranda,341227,Bologna,Lateral izquierdo,Bolonia,15000000.0
Tommaso Corazza,818880,Bologna,Lateral izquierdo,Cesena FC,1500000.0
Charalampos Lykogiannis,136514,Bologna,Lateral izquierdo,Bolonia,1500000.0
Emil Holm,496745,Bologna,Lateral derecho,Juventus de Turín,8000000.0
Davide Calabria,262523,Bologna,Lateral derecho,Panathinaikos,4500000.0
Lorenzo De Silvestri,33571,Bologna,Lateral derecho,Bolonia,800000.0
Nikola Moro,316934,Bologna,Pivote,Bolonia,4500000.0
Oussama El Azzouzi,531065,Bologna,Pivote,AJ Auxerre,1400000.0
Andri Fannar Baldursson,464446,Bologna,Pivote,Kasimpasa,600000.0
Lewis Ferguson,428563,Bologna,Mediocentro,Bolonia,28000000.0
Tommaso Pobega,392538,Bologna,Mediocentro,Bolonia,9000000.0
Michel Aebischer,237658,Bologna,Mediocentro,Pisa Sporting Club,7500000.0
Remo Freuler,148252,Bologna,Mediocentro,Bolonia,5000000.0
Naïm Byar,967148,Bologna,Mediocentro,Wydad Casablanca,500000.0
Samuel Iling-Junior,581672,Bologna,Interior izquierdo,Pisa Sporting Club,10000000.0
Jens Odgaard,345590,Bologna,Mediocentro ofensivo,Bolonia,12000000.0
Giovanni Fabbian,633668,Bologna,Mediocentro ofensivo,Fiorentina,12000000.0
Kacper Urbański,699442,Bologna,Mediocentro ofensivo,Legia de Varsovia,6000000.0
Benja Domínguez,961022,Bologna,Extremo izquierdo,Bolonia,15000000.0
Nicolò Cambiaghi,459151,Bologna,Extremo izquierdo,Bolonia,8500000.0
Jesper Karlsson,367992,Bologna,Extremo izquierdo,FC Utrecht,4000000.0
Estanis Pedrola,913539,Bologna,Extremo izquierdo,UD Las Palmas,1800000.0
Tommaso Ravaglioli,997909,Bologna,Extremo izquierdo,Bolonia Primavera,650000.0
Flavio Ferrari,1055075,Bologna,Extremo izquierdo,Bolonia Primavera,200000.0
Dan Ndoye,365108,Bologna,Extremo derecho,Nottingham Forest,35000000.0
Riccardo Orsolini,368482,Bologna,Extremo derecho,Bolonia,25000000.0
Santiago Castro,849520,Bologna,Delantero centro,Bolonia,35000000.0
Thijs Dallinga,538964,Bologna,Delantero centro,Bolonia,12000000.0
Gerónimo Rulli,229604,Marseille,Portero,Olympique de Marsella,8000000.0
Jeffrey de Lange,315253,Marseille,Portero,Olympique de Marsella,2000000.0
Rubén Blanco,199321,Marseille,Portero,Girona FC,1000000.0
Jelle Van Neck,727086,Marseille,Portero,Olympique de Marsella B,50000.0
Leonardo Balerdi,575998,Marseille,Defensa central,Olympique de Marsella,20000000.0
Lilian Brassier,485960,Marseille,Defensa central,Stade Rennais FC,10000000.0
Luiz Felipe,457931,Marseille,Defensa central,Rayo Vallecano,5000000.0
Derek Cornelius,328609,Marseille,Defensa central,Rangers FC,5000000.0
Bamo Meïté,807165,Marseille,Defensa central,FC Lorient,4000000.0
Chancel Mbemba,203348,Marseille,Defensa central,LOSC Lille,2000000.0
Roggerio Nyakossi,805484,Marseille,Defensa central,Oud-Heverlee Leuven,500000.0
Rony Mimb Baheng,1203035,Marseille,Defensa central,SC Aubagne Air Bel,
Quentin Merlin,557613,Marseille,Lateral izquierdo,Stade Rennais FC,15000000.0
Ulisses Garcia,192616,Marseille,Lateral izquierdo,US Sassuolo,5000000.0
Alexi Koum,955449,Marseille,Lateral izquierdo,Valenciennes FC,100000.0
Amar Dedić,519184,Marseille,Lateral derecho,SL Benfica,12000000.0
Amir Murillo,354482,Marseille,Lateral derecho,Besiktas JK,10000000.0
Pol Lirola,298975,Marseille,Lateral derecho,Hellas Verona,4000000.0
Pierre-Emile Højbjerg,167799,Marseille,Pivote,Olympique de Marsella,20000000.0
Ismaël Bennacer,351816,Marseille,Pivote,GNK Dinamo Zagreb,15000000.0
Geoffrey Kondogbia,127189,Marseille,Pivote,Olympique de Marsella,7000000.0
Adrien Rabiot,182913,Marseille,Mediocentro,AC Milan,25000000.0
Ismaël Koné,921655,Marseille,Mediocentro,US Sassuolo,9000000.0
Valentin Rongier,332889,Marseille,Mediocentro,Stade Rennais FC,9000000.0
Bilal Nadir,659520,Marseille,Mediocentro,Olympique de Marsella,5000000.0
Gaël Lafont,955358,Marseille,Mediocentro,Genoa Primavera,
Luis Henrique,691316,Marseille,Interior derecho,Inter de Milán,25000000.0
Valentín Carboni,787618,Marseille,Mediocentro ofensivo,Racing Club,12000000.0
Enzo Sternal,1075589,Marseille,Mediocentro ofensivo,RSCA Futures,1500000.0
Darryl Bakola,1170286,Marseille,Mediocentro ofensivo,US Sassuolo,200000.0
Jonathan Rowe,672381,Marseille,Extremo izquierdo,Bolonia,12000000.0
Amine Harit,372711,Marseille,Extremo izquierdo,Basaksehir FK,8000000.0
Salim Ben Seghir,708681,Marseille,Extremo izquierdo,Neuchâtel Xamax FCS,400000.0
Mason Greenwood,532826,Marseille,Extremo derecho,Olympique de Marsella,40000000.0
Keyliane Abdallah,1183719,Marseille,Extremo derecho,Gimnàstic de Tarragona,100000.0
Amine Gouiri,418659,Marseille,Delantero centro,Olympique de Marsella,30000000.0
Elye Wahi,659542,Marseille,Delantero centro,OGC Niza,22000000.0
Neal Maupay,217115,Marseille,Delantero centro,Sevilla FC,8000000.0
Faris Moumbagna,599663,Marseille,Delantero centro,US Cremonese,5000000.0
Robinio Vaz,1131161,Marseille,Delantero centro,AS Roma,150000.0
Lucas Perri,352041,Lyon,Portero,Leeds United,10000000.0
Anthony Lopes,60561,Lyon,Portero,FC Nantes,1200000.0
Rémy Descamps,282028,Lyon,Portero,Olympique de Lyon,1200000.0
Justin Bengui,802986,Lyon,Portero,RWDM Brussels,400000.0
Lassine Diarra,1071430,Lyon,Portero,Olympique Lyon B,50000.0
Matthias da Silva,1216906,Lyon,Portero,Olympique Lyon B,
Moussa Niakhaté,291200,Lyon,Defensa central,Olympique de Lyon,15000000.0
Duje Caleta-Car,238266,Lyon,Defensa central,Real Sociedad,7000000.0
Adryelson,373433,Lyon,Defensa central,Al-Wasl SC,3500000.0
Clinton Mata,187718,Lyon,Defensa central,Olympique de Lyon,3500000.0
Warmed Omari,711996,Lyon,Defensa central,Hamburgo SV,3000000.0
Abner,646402,Lyon,Lateral izquierdo,Olympique de Lyon,7000000.0
Nicolás Tagliafico,131225,Lyon,Lateral izquierdo,Olympique de Lyon,6000000.0
Ainsley Maitland-Niles,285845,Lyon,Lateral derecho,Olympique de Lyon,12000000.0
Saël Kumbedi,951579,Lyon,Lateral derecho,VfL Wolfsburgo,7000000.0
Téo Barišić,979773,Lyon,Lateral derecho,HNK Rijeka,
Orel Mangala,289592,Lyon,Pivote,Olympique de Lyon,18000000.0
Tanner Tessmann,670096,Lyon,Pivote,Olympique de Lyon,6000000.0
Nemanja Matić,74683,Lyon,Pivote,US Sassuolo,2000000.0
Paul Akouokou,429901,Lyon,Pivote,Real Zaragoza,800000.0
Mathys de Carvalho,1004486,Lyon,Pivote,Olympique de Lyon,
Maxence Caqueret,395237,Lyon,Mediocentro,Como 1907,16000000.0
Corentin Tolisso,190393,Lyon,Mediocentro,Olympique de Lyon,12000000.0
Jordan Veretout,164771,Lyon,Mediocentro,Al-Arabi SC,4000000.0
Mahamadou Diawara,1053147,Lyon,Mediocentro,Royal Amberes FC,2000000.0
Rayan Cherki,607223,Lyon,Mediocentro ofensivo,Manchester City,45000000.0
Malick Fofana,743386,Lyon,Extremo izquierdo,Olympique de Lyon,30000000.0
Thiago Almada,576028,Lyon,Extremo izquierdo,Atlético de Madrid,25000000.0
Saïd Benrahma,290532,Lyon,Extremo izquierdo,NEOM SC,10000000.0
Wilfried Zaha,145988,Lyon,Extremo izquierdo,Charlotte FC,5000000.0
Ernest Nuamah,955070,Lyon,Extremo derecho,Olympique de Lyon,15000000.0
Georges Mikautadze,729814,Lyon,Delantero centro,Villarreal CF,22000000.0
Gift Orban,1018259,Lyon,Delantero centro,Hellas Verona,10000000.0
Alexandre Lacazette,93720,Lyon,Delantero centro,NEOM SC,6000000.0
Mama Baldé,325223,Lyon,Delantero centro,Stade Brestois 29,4000000.0
Alejandro Gomes Rodríguez,1108478,Lyon,Delantero centro,FC Annecy,100000.0
Enzo Molebe,1106860,Lyon,Delantero centro,Montpellier HSC,100000.0
Radoslaw Majecki,346546,Monaco,Portero,Stade Brestois 29,6000000.0
Philipp Köhn,251322,Monaco,Portero,AS Mónaco,5000000.0
Jules Stawiecki,1075582,Monaco,Portero,AS Monaco U19,200000.0
Yann Lienard,745341,Monaco,Portero,AS Mónaco,100000.0
Wilfried Singo,648779,Monaco,Defensa central,Galatasaray,25000000.0
Thilo Kehrer,228948,Monaco,Defensa central,AS Mónaco,20000000.0
Christian Mawissa,1005240,Monaco,Defensa central,AS Mónaco,15000000.0
Mohammed Salisu,563963,Monaco,Defensa central,AS Mónaco,12000000.0
Guillermo Maripán,249730,Monaco,Defensa central,Torino FC,4000000.0
Bradel Kiwa,1078416,Monaco,Defensa central,AS Mónaco U21,
Caio Henrique,420064,Monaco,Lateral izquierdo,AS Mónaco,15000000.0
Ismail Jakobs,375137,Monaco,Lateral izquierdo,Galatasaray,7000000.0
Kassoum Ouattara,947360,Monaco,Lateral izquierdo,AS Mónaco,7000000.0
Vanderson,789082,Monaco,Lateral derecho,AS Mónaco,20000000.0
Jordan Teze,364245,Monaco,Lateral derecho,AS Mónaco,9000000.0
Denis Zakaria,334526,Monaco,Pivote,AS Mónaco,30000000.0
Soungoutou Magassa,745181,Monaco,Pivote,West Ham United,12000000.0
Moatasem Al-Musrati,377641,Monaco,Pivote,Hellas Verona,8000000.0
Aladji Bamba,975347,Monaco,Pivote,AS Mónaco,
Samuel Nibombe,981700,Monaco,Pivote,AS Mónaco U21,
Lamine Camara,918969,Monaco,Mediocentro,AS Mónaco,22000000.0
Eliot Matazo,535834,Monaco,Mediocentro,Hull City,2000000.0
Edan Diop,745178,Monaco,Mediocentro,Círculo de Brujas,600000.0
Mamadou Coulibaly,745173,Monaco,Mediocentro,AS Mónaco,200000.0
Mayssam Benama,810894,Monaco,Mediocentro,Valencia Mestalla,150000.0
Krépin Diatta,490426,Monaco,Interior derecho,AS Mónaco,7000000.0
Aleksandr Golovin,263918,Monaco,Mediocentro ofensivo,AS Mónaco,20000000.0
Saïmon Bouabré,955356,Monaco,Mediocentro ofensivo,Al-Hilal SFC,300000.0
Eliesse Ben Seghir,810895,Monaco,Extremo izquierdo,Bayer 04 Leverkusen,28000000.0
Takumi Minamino,165793,Monaco,Extremo izquierdo,AS Mónaco,15000000.0
Lucas Michal,810909,Monaco,Extremo izquierdo,FC Metz,500000.0
Maghnes Akliouche,745200,Monaco,Extremo derecho,AS Mónaco,45000000.0
Mika Biereth,565821,Monaco,Delantero centro,AS Mónaco,30000000.0
Folarin Balogun,503770,Monaco,Delantero centro,AS Mónaco,18000000.0
George Ilenikhena,1004834,Monaco,Delantero centro,Al-Ittihad Club,15000000.0
Breel Embolo,237662,Monaco,Delantero centro,Stade Rennais FC,12000000.0
Joan Tincres,975348,Monaco,Delantero centro,AS Mónaco U21,100000.0
Lucas Chevalier,463600,Lille,Portero,París Saint-Germain FC,30000000.0
Lisandru Olmeta,810789,Lille,Portero,SC Bastia,150000.0
Vito Mannone,33781,Lille,Portero,Retirado,150000.0
Marc-Aurèle Caillard,205465,Lille,Portero,LOSC Lille,100000.0
Bafodé Diakité,463605,Lille,Defensa central,AFC Bournemouth,28000000.0
Alexsandro,648020,Lille,Defensa central,LOSC Lille,20000000.0
Samuel Umtiti,126540,Lille,Defensa central,Retirado,1500000.0
Aïssa Mandi,80293,Lille,Defensa central,LOSC Lille,1200000.0
Rafael Fernandes,744074,Lille,Defensa central,LOSC Lille,1000000.0
Ousmane Touré,990732,Lille,Defensa central,LOSC Lille,500000.0
Isaac Cossier,1160753,Lille,Defensa central,Le Mans FC,
Gabriel Gudmundsson,362108,Lille,Lateral izquierdo,Leeds United,7000000.0
Ismaily,124028,Lille,Lateral izquierdo,Sin equipo,1200000.0
Tiago Santos,816580,Lille,Lateral derecho,LOSC Lille,15000000.0
Thomas Meunier,100986,Lille,Lateral derecho,LOSC Lille,2000000.0
Akim Zedadka,327863,Lille,Lateral derecho,Sabah FK,700000.0
Morgan Costarelli,1119911,Lille,Lateral derecho,LOSC Lille B,
Ngal'ayel Mukau,1016015,Lille,Pivote,LOSC Lille,15000000.0
Nabil Bentaleb,245537,Lille,Pivote,LOSC Lille,6000000.0
Benjamin André,84301,Lille,Pivote,LOSC Lille,5000000.0
Ugo Raghouber,707230,Lille,Pivote,Levante UD,4000000.0
Lilian Baret,1083054,Lille,Pivote,LOSC Lille B,
Ayyoub Bouaddi,1097139,Lille,Mediocentro,LOSC Lille,28000000.0
André Gomes,221025,Lille,Mediocentro,Columbus Crew,6000000.0
Mitchel Bakker,361065,Lille,Interior izquierdo,Atalanta de Bérgamo,7000000.0
Vincent Burlet,920939,Lille,Interior izquierdo,US Boulogne,600000.0
Angel Gomes,392770,Lille,Mediocentro ofensivo,Wolverhampton Wanderers,20000000.0
Hákon Arnar Haraldsson,652275,Lille,Mediocentro ofensivo,LOSC Lille,18000000.0
Rémy Cabella,113707,Lille,Mediocentro ofensivo,FC Nantes,2500000.0
Matías Fernández-Pardo,724129,Lille,Extremo izquierdo,LOSC Lille,15000000.0
Osame Sahraoui,580657,Lille,Extremo izquierdo,LOSC Lille,12000000.0
Younes Lachaab,1035659,Lille,Extremo izquierdo,LOSC Lille B,50000.0
Soriba Diaoune,1184007,Lille,Extremo izquierdo,LOSC Lille,
Edon Zhegrova,496857,Lille,Extremo derecho,Juventus de Turín,25000000.0
Ethan Mbappé,903666,Lille,Extremo derecho,LOSC Lille,5000000.0
Aaron Malouda,974996,Lille,Extremo derecho,Sabah FK,150000.0
Jonathan David,533738,Lille,Delantero centro,Juventus de Turín,45000000.0
Chuba Akpom,197642,Lille,Delantero centro,Ipswich Town,7000000.0
Andrej Ilic,583699,Lille,Delantero centro,1.FC Unión Berlín,4000000.0
Mohamed Bayo,594991,Lille,Delantero centro,Gaziantep FK,2800000.0
Jonas Urbig,607720,Rennes,Portero,Bayern Múnich,12000000.0
Marvin Schwäbe,160929,Rennes,Portero,FC Colonia,2000000.0
Anthony Racioppi,395671,Rennes,Portero,FC Sion,1000000.0
Philipp Pentke,8246,Rennes,Portero,Sin equipo,200000.0
Jonas Nickisch,665971,Rennes,Portero,1.FC Saarbrücken,175000.0
Matthias Köbbing,227089,Rennes,Portero,FC Colonia,100000.0
Timo Hübers,236981,Rennes,Defensa central,FC Colonia,3000000.0
Julian Pauli,744558,Rennes,Defensa central,SG Dynamo Dresden,2500000.0
Joël Schmied,322517,Rennes,Defensa central,FC Colonia,2000000.0
Dominique Heintz,110036,Rennes,Defensa central,FC Colonia,800000.0
Elias Bakatukanda,795762,Rennes,Defensa central,FC Blau-Weiss Linz,400000.0
Luca Kilian,384553,Rennes,Defensa central,FC Colonia,400000.0
Neo Telle,917792,Rennes,Defensa central,SC Fortuna Köln,300000.0
Meiko Sponsel,598576,Rennes,Defensa central,FC Viktoria Köln,150000.0
Mikail Özkan,696012,Rennes,Defensa central,1.FC Colonia II,50000.0
Max Finkgräfe,810649,Rennes,Lateral izquierdo,RB Leipzig,4000000.0
Leart Paçarada,107219,Rennes,Lateral izquierdo,1.FC Heidenheim 1846,1500000.0
Jusuf Gazibegovic,393745,Rennes,Lateral derecho,SK Sturm Graz,4000000.0
Eric Martel,597000,Rennes,Pivote,FC Colonia,6000000.0
Dejan Ljubicic,287188,Rennes,Pivote,FC Schalke 04,4000000.0
Mathias Olesen,490581,Rennes,Pivote,Grazer AK 1902,1000000.0
Jacob Christensen,515017,Rennes,Pivote,Molde FK,800000.0
Fayssal Harchaoui,890532,Rennes,Pivote,FC Colonia,
Denis Huseinbasic,678479,Rennes,Mediocentro,FC Colonia,2800000.0
Meiko Wäschenbach,696019,Rennes,Mediocentro,Karlsruher SC,150000.0
Emin Kujovic,795724,Rennes,Mediocentro,Wolfsberger AC,125000.0
Rasmus Carstensen,542697,Rennes,Interior derecho,Aarhus GF,2000000.0
Florian Kainz,106270,Rennes,Mediocentro ofensivo,FC Colonia,1700000.0
Linton Maina,335103,Rennes,Extremo izquierdo,FC Colonia,4000000.0
Oliver Schmitt,343336,Rennes,Extremo izquierdo,SV Meppen,125000.0
Jan Thielmann,472249,Rennes,Extremo derecho,FC Colonia,3000000.0
Marvin Obuz,522084,Rennes,Extremo derecho,Rot-Weiss Essen,500000.0
Damion Downs,820241,Rennes,Delantero centro,Hamburgo SV,6000000.0
Tim Lemperle,553285,Rennes,Delantero centro,TSG 1899 Hoffenheim,5000000.0
Luca Waldschmidt,196095,Rennes,Delantero centro,FC Colonia,2000000.0
Imad Rondic,464154,Rennes,Delantero centro,Preußen Münster,1500000.0
Steffen Tigges,296879,Rennes,Delantero centro,SC Paderborn 07,700000.0
Sargis Adamyan,125614,Rennes,Delantero centro,1.FC Colonia II,400000.0
Mark Uth,112935,Rennes,Delantero centro,Retirado,350000.0
Jaka Cuber Potocnik,940198,Rennes,Delantero centro,Rot-Weiss Essen,350000.0
Florian Dietz,283871,Rennes,Delantero centro,SSV Jahn Regensburg,300000.0
Marcin Bulka,465955,Nice,Portero,NEOM SC,20000000.0
Maxime Dupé,127188,Nice,Portero,OGC Niza,900000.0
Teddy Boulhendi,789419,Nice,Portero,Football Bourg-en-Bresse Péronnas 01,50000.0
Bartosz Zelazowski,828889,Nice,Portero,OGC Niza,
Youssouf Ndayishimiye,674612,Nice,Defensa central,OGC Niza,12000000.0
Moïse Bombito,1089202,Nice,Defensa central,OGC Niza,10000000.0
Mohamed Abdelmonem,566025,Nice,Defensa central,OGC Niza,4000000.0
Antoine Mendy,891998,Nice,Defensa central,OGC Niza,2500000.0
Dante,16136,Nice,Defensa central,OGC Niza,500000.0
Amidou Doumbouya,1075574,Nice,Defensa central,Al-Ahli SC,200000.0
Laurenzo Monteiro,982858,Nice,Defensa central,OGC Nice Espoir,
Melvin Bard,532775,Nice,Lateral izquierdo,OGC Niza,15000000.0
Ali Abdi,211474,Nice,Lateral izquierdo,OGC Niza,3000000.0
Yaël Nandjou,984699,Nice,Lateral izquierdo,Sin equipo,150000.0
Iliesse Salhi,1180809,Nice,Lateral izquierdo,RCD Mallorca B,50000.0
Mousslim Youssouf,1091902,Nice,Lateral izquierdo,OGC Nice Espoir,
Jordan Lotomba,313094,Nice,Lateral derecho,Feyenoord,6500000.0
Jonathan Clauss,175639,Nice,Lateral derecho,OGC Niza,5000000.0
Pablo Rosario,370791,Nice,Pivote,FC Oporto,8000000.0
Baptiste Santamaria,285323,Nice,Pivote,Valencia CF,7000000.0
Everton,1191473,Nice,Pivote,OGC Niza,
Hicham Boudaoui,560593,Nice,Mediocentro,OGC Niza,15000000.0
Tanguy Ndombélé,450936,Nice,Mediocentro,OGC Niza,7000000.0
Morgan Sanson,174094,Nice,Mediocentro,OGC Niza,5000000.0
Daouda Traoré,986300,Nice,Mediocentro,SSC Bari,250000.0
Issiaga Camara,1180835,Nice,Mediocentro,IF Brommapojkarna,200000.0
Djibril Coulibaly,1208968,Nice,Mediocentro,OGC Niza,
Tom Louchet,750904,Nice,Interior derecho,OGC Niza,2500000.0
Rareș Ilie,812654,Nice,Mediocentro ofensivo,Empoli FC,1800000.0
Jérémie Boga,216569,Nice,Extremo izquierdo,Juventus de Turín,10000000.0
Sofiane Diop,569389,Nice,Extremo izquierdo,OGC Niza,10000000.0
Evann Guessand,500689,Nice,Extremo derecho,Crystal Palace,25000000.0
Mohamed-Ali Cho,670847,Nice,Extremo derecho,OGC Niza,15000000.0
Badredine Bouanani,707242,Nice,Extremo derecho,VfB Stuttgart,7000000.0
Billal Brahimi,543051,Nice,Extremo derecho,CF Estrela Amadora,1800000.0
Terem Moffi,538874,Nice,Delantero centro,FC Oporto,15000000.0
Youssoufa Moukoko,467720,Nice,Delantero centro,FC Copenhague,10000000.0
Gaëtan Laborde,181378,Nice,Delantero centro,Al-Diraiyah FC,6000000.0
Victor Orakpo,1231401,Nice,Delantero centro,AS Nancy-Lorraine,400000.0
Farès Bousnina,955446,Nice,Delantero centro,Bolonia Primavera,150000.0
Bernard Nguene,1314671,Nice,Delantero centro,Standard de Lieja,100000.0
Brice Samba,191056,Lens,Portero,Stade Rennais FC,12000000.0
Mathew Ryan,128969,Lens,Portero,Levante UD,2500000.0
Hervé Koffi,415383,Lens,Portero,Angers SCO,1200000.0
Denis Petric,28356,Lens,Portero,Retirado,100000.0
Roman Karolewicz,1020190,Lens,Portero,Sin equipo,
Adam Delplace,1177163,Lens,Portero,RC Lens Espoir ,
Ilan Jourdren,1200424,Lens,Portero,RC Lens,
Abdukodir Khusanov,763079,Lens,Defensa central,Manchester City,35000000.0
Kevin Danso,263236,Lens,Defensa central,Tottenham Hotspur,25000000.0
Facundo Medina,474800,Lens,Defensa central,Olympique de Marsella,25000000.0
Juma Bah,1121298,Lens,Defensa central,OGC Niza,6000000.0
Malang Sarr,344596,Lens,Defensa central,RC Lens,5000000.0
Jonathan Gradit,126557,Lens,Defensa central,RC Lens,4000000.0
Nidal Celik,819566,Lens,Defensa central,RC Lens,1800000.0
Ismaëlo Ganiou,1020191,Lens,Defensa central,RC Lens,1000000.0
Kyllian Antonio,1186789,Lens,Defensa central,RC Lens,300000.0
Souleymane Sagnan,1160378,Lens,Defensa central,SM Caen,
Jhoanner Chávez,713787,Lens,Lateral izquierdo,AC Sparta Praga,3500000.0
Deiver Machado,332560,Lens,Lateral izquierdo,FC Nantes,3000000.0
Massadio Haïdara,170929,Lens,Lateral izquierdo,Kocaelispor,1500000.0
Oscar Lenne,1006412,Lens,Lateral izquierdo,RC Lens Espoir ,
Przemyslaw Frankowski,239743,Lens,Lateral derecho,Stade Rennais FC,7000000.0
Ruben Aguilar,203746,Lens,Lateral derecho,RC Lens,3500000.0
Tom Pouilly,917817,Lens,Lateral derecho,Pau FC,800000.0
Hamzat Ojediran,718312,Lens,Pivote,Colorado Rapids,1800000.0
Nampalys Mendy,111051,Lens,Pivote,Watford FC,1800000.0
Andy Diouf,711976,Lens,Mediocentro,Inter de Milán,15000000.0
Neil El Aynaoui,901019,Lens,Mediocentro,AS Roma,15000000.0
Adrien Thomasson,215977,Lens,Mediocentro,RC Lens,5000000.0
David Da Costa,719442,Lens,Mediocentro ofensivo,Portland Timbers,6000000.0
Angelo Fulgini,250013,Lens,Mediocentro ofensivo,Al-Taawoun FC,5000000.0
Anass Zaroury,491296,Lens,Extremo izquierdo,Panathinaikos,8000000.0
Kembo Diliwidi,1160813,Lens,Extremo izquierdo,Quevilly - Rouen Métropole,50000.0
Jeremy Agbonifo,1057820,Lens,Extremo derecho,BK Häcken,5000000.0
Hervé Boua Dié,1160086,Lens,Extremo derecho,Valenciennes FC B,
Wesley Saïd,182916,Lens,Mediapunta,RC Lens,3000000.0
M'Bala Nzola,354814,Lens,Delantero centro,US Sassuolo,6000000.0
Martín Satriano,640109,Lens,Delantero centro,Getafe CF,5000000.0
Goduine Koyalipou,525140,Lens,Delantero centro,Angers SCO,2500000.0
Florian Sotoca,354726,Lens,Delantero centro,RC Lens,2000000.0
Rémy Labeau Lascary,917778,Lens,Delantero centro,Stade Brestois 29,2000000.0
Rayan Fofana,1160814,Lens,Delantero centro,RC Lens,50000.0
Gabin Capuano,1179130,Lens,Delantero centro,US Boulogne,50000.0
